Time,xPos,yPos,zPos,xVel,yVel,zVel,pitch,roll,yaw,pitchVel,rollVel,yawVel,elevAngle,elevTime
0,-8.507176957,0.137083246,1.49540385,-1020.861235,16.44998948,179.448462,0.011124913,0.026397039,1.447195784,1.334989518,3.167644688,173.663494,4.209353011,2.157817125
0.007807016,-8.507033389,0.137096448,1.495597544,0.017228104,0.001584278,0.023243355,0.010325015,0.025779789,1.447751112,-0.095987753,-0.074069966,0.06663938,4.084495861,2.166162968
0.016486168,-8.506911344,0.137104603,1.495806693,0.014645388,0.000978655,0.025097887,0.009745849,0.025167528,1.448573754,-0.069499945,-0.073471343,0.098717027,4.281899135,2.175130129
0.02475214,-8.506779443,0.137140084,1.495992669,0.01582819,0.004257719,0.022317096,0.008987872,0.024694872,1.44962753,-0.090957236,-0.056718772,0.126453154,4.035661164,2.183511019
0.032969952,-8.506656077,0.137192021,1.496156458,0.014803916,0.006232376,0.019654664,0.008142813,0.024466651,1.45090951,-0.10140699,-0.027386445,0.153837621,4.110087466,2.19166708
0.041321993,-8.506562703,0.137231816,1.496354538,0.011204843,0.004775455,0.023769647,0.007805209,0.024206869,1.452289656,-0.040512484,-0.03117383,0.165617481,4.078928096,2.199674129
0.049098015,-8.506458106,0.137264709,1.496545411,0.012551624,0.003947103,0.022904761,0.00746179,0.024092266,1.453750421,-0.041210331,-0.01375239,0.175291786,3.776135084,2.208270073
0.057731152,-8.506370531,0.137313414,1.49675034,0.010509033,0.005844563,0.024591422,0.007040167,0.024021368,1.455304192,-0.050594784,-0.008507812,0.186452596,4.151999925,2.216732025
0.066004038,-8.506317369,0.137339027,1.496921543,0.006379444,0.003073565,0.020544383,0.006691206,0.024191243,1.456594353,-0.041875279,0.020384988,0.154819332,3.827618799,2.225182056
0.07438302,-8.506254136,0.137361848,1.497110743,0.007587891,0.002738553,0.022704013,0.006605262,0.024446023,1.457940811,-0.010313261,0.030573587,0.161574965,3.948175104,2.233735085
0.083083153,-8.506225692,0.137357062,1.497277733,0.003413367,-0.000574353,0.020038763,0.006668687,0.024981254,1.459147972,0.007611034,0.06422774,0.14485928,4.006371765,2.241934061
0.090929031,-8.506224229,0.137349137,1.4974674,0.000175574,-0.000950896,0.022760041,0.006816113,0.025577247,1.460227416,0.017691112,0.071519235,0.129533303,4.117947778,2.249667168
0.09980011,-8.506214486,0.137349834,1.497644715,0.001169108,8.35E-05,0.021277766,0.007022326,0.026328058,1.461089145,0.02474557,0.090097289,0.103407404,4.318534457,2.257966995
0.107841969,-8.506227999,0.137351344,1.497823115,-0.001621495,0.0001813,0.021408034,0.007394161,0.026988373,1.461793741,0.044620089,0.079237841,0.084551546,4.371195305,2.26683116
0.116211176,-8.506261844,0.137325271,1.498044689,-0.004061417,-0.003128795,0.026588869,0.008171497,0.027312052,1.462393758,0.093280416,0.038841471,0.072002028,4.493414181,2.275300026
0.12448597,-8.506267304,0.137314866,1.498241956,-0.000655257,-0.001248615,0.023672102,0.008835749,0.027547001,1.462884583,0.07971015,0.028193844,0.058898975,4.621769527,2.283769131
0.132708073,-8.506259802,0.137290115,1.498445746,0.000900286,-0.002970129,0.024454784,0.009638279,0.027589267,1.463222865,0.096303689,0.00507189,0.040593906,4.650240121,2.291632175
0.141591072,-8.506258687,0.137250401,1.498645021,0.000133786,-0.004765651,0.023912975,0.010618344,0.027495041,1.463450814,0.117607723,-0.011307092,0.027353922,4.715178841,2.30011797
0.149330139,-8.506244066,0.137214877,1.498807175,0.001754476,-0.004262904,0.019458482,0.01132582,0.027342456,1.463614176,0.084897126,-0.018310249,0.019603422,4.835256463,2.308135033
0.157714128,-8.506228458,0.137165649,1.498967229,0.001872931,-0.00590735,0.019206464,0.012117654,0.027038165,1.463703853,0.095020147,-0.036514885,0.010761154,4.547427141,2.316512108
0.166608095,-8.506221552,0.137119199,1.499147473,0.000828804,-0.005574008,0.021629293,0.013031337,0.026494787,1.46371361,0.109641972,-0.065205407,0.001170872,4.503555084,2.325253963
0.174402952,-8.506202481,0.137073097,1.499258536,0.002288531,-0.005532187,0.013327551,0.013607523,0.02604574,1.463590326,0.069142276,-0.053885577,-0.014794095,4.27203554,2.3329041
0.18278718,-8.506154858,0.137017848,1.499427435,0.005714709,-0.006629963,0.020267872,0.014315164,0.025265573,1.46337474,0.084916943,-0.093620097,-0.025870322,4.258269911,2.341825008
0.191560984,-8.506094901,0.136966885,1.499565798,0.00719488,-0.006115555,0.016603541,0.014925699,0.024487477,1.463036783,0.073264221,-0.093371499,-0.040554797,4.000775002,2.35037899
0.199603081,-8.505990695,0.136942269,1.499700883,0.012504686,-0.002953896,0.016210293,0.015263995,0.023682622,1.462607378,0.040595519,-0.096582519,-0.051528658,3.973276162,2.358299017
0.207715034,-8.505880002,0.136922134,1.499818947,0.013283127,-0.00241624,0.014167624,0.015561235,0.022867375,1.462026963,0.035668718,-0.097829723,-0.069649696,3.834382368,2.366819143
0.21679616,-8.505723426,0.136904277,1.499938931,0.018789127,-0.002142783,0.014398084,0.015798182,0.022017601,1.46148064,0.028433637,-0.101972879,-0.065558759,3.640881999,2.374578953
0.22499609,-8.505541302,0.136888786,1.500048682,0.02185496,-0.001858886,0.013170107,0.015908504,0.021233176,1.460960148,0.013238666,-0.094130934,-0.062459043,3.540029718,2.383459091
0.233224154,-8.505331072,0.136860661,1.500165823,0.025227496,-0.00337502,0.014056937,0.015990342,0.020397754,1.460409942,0.009820551,-0.100250674,-0.066024781,3.4469262,2.39212203
0.241888046,-8.505114971,0.136823873,1.500247488,0.025932231,-0.004414607,0.009799829,0.015861361,0.019549534,1.459815469,-0.015477733,-0.101786358,-0.071336749,3.509639256,2.399981976
2.233013153,-8.506305042,0.161395206,1.513635389,0.003453626,0.004355111,0.000782825,0.134702476,-0.089822741,-1.435320609,-0.020442103,-0.065873698,-0.071519254,3.265520476,2.408435106
2.241482019,-8.506297997,0.161445393,1.513644292,0.000845364,0.006022373,0.001068387,0.134577566,-0.090368653,-1.435801375,-0.014989209,-0.065509397,-0.057691973,3.286765633,2.416730165
2.249300957,-8.506291884,0.161483241,1.513660849,0.000733559,0.004541771,0.001986785,0.13454275,-0.090889144,-1.436331232,-0.004177901,-0.062458973,-0.063582785,3.221426445,2.425305128
2.257615089,-8.506292543,0.161534328,1.513675542,-7.91E-05,0.006130425,0.001763213,0.134659443,-0.09129477,-1.43678821,0.014003157,-0.048675094,-0.054837336,3.214017655,2.433176994
2.26634717,-8.506301961,0.16156504,1.51371394,-0.001130188,0.003685409,0.004607692,0.134819776,-0.091650559,-1.437189366,0.019239928,-0.042694729,-0.048138709,3.221519248,2.441956997
2.274896145,-8.506303881,0.161595976,1.51373228,-0.000230294,0.00371233,0.002200858,0.135063823,-0.092010752,-1.437576033,0.029285674,-0.043223068,-0.046400108,3.337329333,2.450391054
2.283306122,-8.506312343,0.161626566,1.513758838,-0.001015523,0.003670791,0.003187012,0.135401289,-0.092282601,-1.437898198,0.040495902,-0.032621925,-0.038659766,3.54320315,2.458425045
2.291192055,-8.506329906,0.161664415,1.513800553,-0.002107471,0.004541937,0.00500578,0.135755946,-0.092461611,-1.43816906,0.042558793,-0.021481234,-0.032503431,3.594253504,2.466717005
2.299836159,-8.506327736,0.161692512,1.513846909,0.000260354,0.003371599,0.005562722,0.136156367,-0.092551605,-1.438387657,0.048050544,-0.010799258,-0.026231591,3.680470111,2.47476697
2.307788134,-8.506326046,0.161723519,1.513882224,0.000202781,0.003720871,0.004237815,0.136634879,-0.092654469,-1.438543074,0.05742138,-0.012343667,-0.018650146,3.803436776,2.483788013
2.316138983,-8.506325548,0.161747229,1.513914702,5.97E-05,0.002845195,0.003897319,0.136882277,-0.0927596,-1.438647107,0.029687806,-0.012615771,-0.012483939,3.796952818,2.491801977
2.325037003,-8.506306077,0.161769643,1.513946681,0.002336589,0.002689706,0.003837463,0.137093456,-0.092815716,-1.438665807,0.025341446,-0.006733875,-0.002243966,3.899284003,2.500420094
2.332582951,-8.506278242,0.161773017,1.513977545,0.003340188,0.000404833,0.003703668,0.137124739,-0.092834781,-1.438726492,0.003754025,-0.002287761,-0.007282243,3.744338125,2.508077145
2.341478109,-8.506252588,0.161768985,1.51400485,0.003078498,-0.000483776,0.003276673,0.137143294,-0.092838067,-1.4386694,0.002226574,-0.000394385,0.006851071,3.822356102,2.516918182
2.349878073,-8.506194554,0.161766774,1.5140392,0.006964105,-0.000265373,0.004121886,0.136973383,-0.092701726,-1.438634355,-0.020389272,0.016360988,0.004205411,4.170119786,2.525465012
2.358064175,-8.506145094,0.161766261,1.514072873,0.00593518,-6.16E-05,0.00404085,0.136784954,-0.092421082,-1.438637751,-0.022611497,0.033677274,-0.000407496,3.840824685,2.533379078
2.366451025,-8.506082447,0.161742424,1.514124088,0.007517556,-0.00286043,0.006145825,0.136503379,-0.092037449,-1.438669035,-0.033789084,0.046035916,-0.003754068,4.055042962,2.54216814
2.374252081,-8.50598982,0.161737287,1.514172259,0.011115345,-0.000616377,0.005780495,0.136085326,-0.091622751,-1.438753126,-0.050166325,0.049763799,-0.010090921,4.372586029,2.550403118
2.383104086,-8.505907835,0.161715637,1.514217027,0.009838147,-0.002598015,0.005372073,0.135597627,-0.091118229,-1.438847365,-0.058523815,0.06054266,-0.011308766,4.424581836,2.558144093
2.391682148,-8.505816186,0.161706079,1.514264474,0.010997827,-0.001147014,0.00569369,0.135053157,-0.090479827,-1.438955156,-0.065336485,0.076608198,-0.01293483,4.569637689,2.566722155
2.399590015,-8.505709677,0.161695327,1.514312902,0.012781102,-0.001290231,0.005811321,0.134571947,-0.089762525,-1.439035654,-0.057745209,0.086076167,-0.009659841,4.437834084,2.575484037
2.408100128,-8.505601372,0.161671952,1.514363061,0.012996673,-0.002805046,0.006019148,0.133917461,-0.089072771,-1.439139167,-0.07853822,0.082770536,-0.012421494,4.334218844,2.583723068
2.416368961,-8.505493318,0.161654363,1.51440411,0.0129664,-0.002110618,0.004925899,0.133291512,-0.08832803,-1.439232994,-0.075113942,0.089368924,-0.011259211,4.270616971,2.592456102
2.424956083,-8.50536516,0.161635455,1.514467633,0.015378994,-0.002268925,0.007622769,0.132641403,-0.087359241,-1.439332706,-0.078013017,0.116254681,-0.011965477,4.055632677,2.599891186
2.432708025,-8.505259686,0.161616479,1.51452592,0.012656859,-0.002277132,0.006994401,0.131995522,-0.086672953,-1.439458215,-0.077505748,0.08235455,-0.015061126,3.882229338,2.608108997
2.441506147,-8.505161478,0.161615805,1.514596159,0.011784958,-8.09E-05,0.008428645,0.131373302,-0.086101271,-1.439495948,-0.074666441,0.068601868,-0.00452794,3.921834904,2.616609097
2.449948072,-8.505063849,0.161625318,1.514666997,0.011715448,0.001141509,0.008500529,0.130853851,-0.085583464,-1.439526372,-0.062334129,0.062136817,-0.003650921,3.835779798,2.62508297
