Time,xPos,yPos,zPos,xVel,yVel,zVel,pitch,roll,yaw,pitchVel,rollVel,yawVel,elevAngle,elevTime
0,-8.231479123,0.460293073,1.500542101,-0.00582585,0.026645133,0.036993516,-0.041670641,0.024306638,1.466458195,0.099477914,-0.134095888,-0.029650965,-1.560661606,1.691472054
0.008164883,-8.231520996,0.460504491,1.500783515,-0.005024704,0.025370158,0.028969661,-0.041203348,0.023343511,1.466142463,0.056075214,-0.115575218,-0.037887835,-1.495877869,1.699723959
0.016777992,-8.231563544,0.460701098,1.501004807,-0.005105785,0.023592806,0.026555093,-0.040850492,0.022402112,1.46572739,0.042342657,-0.11296797,-0.049808718,-1.796632899,1.707956076
0.024445057,-8.231602402,0.460890358,1.501229759,-0.004662978,0.022711249,0.026994239,-0.040608513,0.021344421,1.465168756,0.029037474,-0.126922893,-0.067036115,-1.707463457,1.716655016
0.03295207,-8.231636542,0.461081605,1.501485906,-0.00409677,0.022949669,0.030737589,-0.040214884,0.020030309,1.464510492,0.047235444,-0.157693383,-0.078991713,-1.8802963,1.725365877
0.040957928,-8.231674462,0.461254195,1.501716234,-0.004550447,0.020710723,0.027639405,-0.039826521,0.018718958,1.463786192,0.046603587,-0.15736211,-0.086915998,-1.808589942,1.733538866
0.049642086,-8.23170357,0.461437526,1.501936816,-0.003492994,0.021999743,0.026469824,-0.039610843,0.017478901,1.462922109,0.025881364,-0.148806824,-0.10368993,-2.048774382,1.742326021
0.057817936,-8.231717025,0.461565093,1.502127945,-0.001614576,0.015308053,0.022935509,-0.039472408,0.016399565,1.462080603,0.016612223,-0.129520406,-0.100980674,-1.763844239,1.74999094
0.066063881,-8.231722859,0.461699373,1.502301908,-0.000700038,0.016113643,0.020875527,-0.039309235,0.01531966,1.461197417,0.019580756,-0.129588604,-0.105982385,-1.791590693,1.758584976
0.07522893,-8.231710276,0.461810124,1.502463236,0.001509909,0.013290073,0.019359425,-0.039304714,0.014248356,1.460233699,0.000542551,-0.128556479,-0.115646115,-1.747307941,1.766859055
0.083491087,-8.231680931,0.461917348,1.502659781,0.00352148,0.01286686,0.02358534,-0.038918346,0.013120915,1.459322277,0.046364082,-0.13529287,-0.109370651,-1.576065223,1.775176048
0.091243029,-8.231650604,0.462007898,1.502828866,0.003639155,0.010866047,0.020290202,-0.03874575,0.011970238,1.45844008,0.020711578,-0.13808129,-0.105863652,-1.55154645,1.784369946
0.099112034,-8.231618347,0.462088892,1.502985599,0.003870894,0.009719288,0.01880794,-0.038567766,0.010865056,1.457577779,0.021358104,-0.132621764,-0.103476085,-1.594808454,1.791536093
0.107836962,-8.231580251,0.462140001,1.503109403,0.004571537,0.006133015,0.014856457,-0.038614626,0.009918505,1.456824554,-0.005623188,-0.113586152,-0.090386971,-1.526275047,1.799849987
0.116050005,-8.231555766,0.462182601,1.50323431,0.002938115,0.005112072,0.014988838,-0.038651074,0.008991371,1.456029455,-0.004373804,-0.111256067,-0.095411939,-1.542637475,1.80801487
0.124568939,-8.231536513,0.462239479,1.503330159,0.00231037,0.006825353,0.011501917,-0.038953279,0.0082998,1.45527688,-0.036264597,-0.082988567,-0.090308974,-1.529747418,1.817199945
0.132493019,-8.23151325,0.462278181,1.503448971,0.002791575,0.004644208,0.014257466,-0.039083683,0.00762205,1.454634586,-0.015648489,-0.081330023,-0.0770753,-1.29684386,1.825102091
0.141258955,-8.231503761,0.462318297,1.503553324,0.001138712,0.004813933,0.012522395,-0.039314481,0.007104461,1.454067207,-0.027695753,-0.062110674,-0.068085456,-1.098274709,1.833551884
0.149883032,-8.231489291,0.462348608,1.503691952,0.00173639,0.003637282,0.016635341,-0.039248404,0.006531261,1.453580266,0.00792924,-0.068784017,-0.05843298,-1.077677186,1.841337919
0.15764308,-8.231465303,0.46237453,1.503824719,0.002878513,0.003110707,0.015931973,-0.039138446,0.006005318,1.453223655,0.013194975,-0.063113055,-0.042793318,-1.153064283,1.850898027
0.165915012,-8.231452973,0.462390054,1.503957772,0.001479702,0.00186281,0.015966347,-0.038932388,0.005531046,1.452931985,0.024726972,-0.056912635,-0.035000367,-1.206775209,1.858561039
0.17511487,-8.23143103,0.462396568,1.504082733,0.002633103,0.000781687,0.014995369,-0.038649976,0.005203347,1.452749096,0.033889448,-0.039323951,-0.021946714,-0.924840714,1.866865873
0.183135986,-8.231397062,0.462390579,1.504219218,0.004076196,-0.000718692,0.016378218,-0.038328064,0.00493135,1.452730134,0.038629421,-0.032639594,-0.002275419,-0.846957173,1.874677896
0.191439867,-8.23136499,0.462392803,1.504328927,0.00384865,0.000266883,0.013165014,-0.037991848,0.004854956,1.45282248,0.040345945,-0.009167312,0.011081586,-0.869944584,1.883635998
0.199691057,-8.23134416,0.462406842,1.504425272,0.002499627,0.001684736,0.011561408,-0.037699606,0.004749652,1.452998465,0.035069005,-0.012636435,0.021118167,-0.850370818,1.892037868
0.208126068,-8.231297897,0.462428663,1.504518053,0.005551541,0.002618543,0.011133812,-0.037508665,0.004597164,1.453386115,0.022912855,-0.018298642,0.046517933,-1.038155657,1.900528908
0.216289997,-8.231257959,0.462454626,1.504596198,0.004792503,0.003115489,0.009377328,-0.037272508,0.004513072,1.453817695,0.028338845,-0.010091053,0.051789696,-1.10490477,1.908305883
0.224139929,-8.231217614,0.462497614,1.504664939,0.004841447,0.00515862,0.008248914,-0.037148405,0.004497438,1.454294137,0.014892355,-0.001876067,0.057173045,-1.077508613,1.917780876
0.233115911,-8.231162394,0.462556755,1.504729791,0.006626341,0.007096883,0.007782308,-0.037002991,0.004593449,1.454761385,0.01744971,0.011521331,0.056069722,-0.976125428,1.925056934
0.24130702,-8.231095473,0.46261355,1.504800993,0.008030583,0.006815409,0.008544243,-0.036884157,0.004704863,1.455299886,0.014260162,0.013369722,0.064620095,-1.312463396,1.933387041
1.924779892,-8.213535727,0.490092562,1.502698085,-0.027705742,0.020769127,0.006688026,-0.047165007,0.018850556,1.449970186,0.041126232,0.020963323,-0.004993448,-1.239991444,1.941274881
1.933053017,-8.213770013,0.490272713,1.502720318,-0.02811429,0.021618195,0.002667889,-0.047096545,0.019081501,1.449913771,0.008215339,0.027713413,-0.006769767,-1.014061366,1.950026989
1.941050053,-8.213990375,0.490451786,1.502752956,-0.026443422,0.021488787,0.003916605,-0.04696847,0.019333951,1.449829025,0.015368985,0.030293957,-0.01016957,-0.910049781,1.958332062
1.949533939,-8.214197897,0.490619726,1.502784124,-0.02490272,0.020152779,0.003740177,-0.046669307,0.019550301,1.449821236,0.035899664,0.025962025,-0.000934665,-1.052168544,1.967957973
1.957911015,-8.214375589,0.490785547,1.502822983,-0.021323047,0.019898485,0.00466303,-0.046289263,0.019700599,1.449774061,0.045605197,0.018035709,-0.005661004,-1.069566912,1.974837065
1.966873884,-8.21456134,0.490948235,1.502830372,-0.0222901,0.019522606,0.000886724,-0.046037205,0.019877042,1.449732565,0.030246994,0.02117319,-0.004979485,-0.968390595,1.983613014
1.97456789,-8.214745666,0.491109821,1.502826689,-0.022119126,0.019390292,-0.000441963,-0.045807241,0.020040396,1.449806309,0.027595719,0.019602447,0.008849193,-0.963557984,1.991795063
1.983294964,-8.214928699,0.491257777,1.502815355,-0.021963917,0.017754702,-0.001360139,-0.045507768,0.020162205,1.449942624,0.035936727,0.014617118,0.01635787,-0.659025584,2.000828981
1.991390944,-8.215088602,0.491404092,1.502777858,-0.019188387,0.017557797,-0.004499646,-0.045214267,0.020163814,1.450215026,0.035220064,0.000193047,0.032688205,-0.937061355,2.00840497
2.000082016,-8.215234954,0.491530839,1.502739136,-0.017562245,0.015209682,-0.004646621,-0.044693628,0.020053968,1.450555417,0.062476725,-0.013181433,0.04084691,-0.986001185,2.017441988
2.007989883,-8.215337264,0.491676909,1.502647007,-0.012277139,0.01752835,-0.011055492,-0.04440255,0.020091149,1.451017632,0.034929389,0.004461663,0.055465868,-1.142174936,2.025274992
2.016846895,-8.215408875,0.491831491,1.502552054,-0.008593362,0.018549839,-0.011394355,-0.044149574,0.019993302,1.451500107,0.030357158,-0.01174161,0.057896964,-1.412278566,2.033475876
2.024985075,-8.215454877,0.491972446,1.502430727,-0.005520223,0.016914649,-0.014559216,-0.044023362,0.020008834,1.452033272,0.015145431,0.001863859,0.063979769,-1.471906835,2.041600943
2.033202887,-8.215466852,0.492130384,1.502251694,-0.001437053,0.018952537,-0.021483982,-0.044114886,0.020248589,1.452678705,-0.010982984,0.028770533,0.077451932,-1.828507844,2.04977107
2.041373014,-8.215432833,0.49230527,1.502052451,0.004082274,0.020986282,-0.023909127,-0.044245374,0.020590925,1.453318214,-0.015658473,0.041080333,0.076741078,-1.927144689,2.058135986
2.049536943,-8.215398076,0.492480314,1.501823199,0.004170926,0.021005272,-0.027510197,-0.044652422,0.021075947,1.453879682,-0.048845781,0.058202664,0.067376174,-1.986876406,2.066611052
2.057853937,-8.215303982,0.492648949,1.501586658,0.011291233,0.02023624,-0.028384929,-0.045113843,0.021547075,1.454474937,-0.055370588,0.056535376,0.071430679,-2.276115625,2.07505393
2.06623888,-8.215185588,0.49283774,1.501335945,0.014207246,0.022654891,-0.030085598,-0.045608549,0.022134556,1.455004591,-0.05936466,0.070497739,0.06355844,-2.477421487,2.083405972
2.07485199,-8.215058227,0.493043499,1.501070136,0.015283314,0.024691142,-0.031897084,-0.046313782,0.023099353,1.45545729,-0.084627904,0.11577563,0.054323921,-2.561101385,2.092123985
2.083076954,-8.214899846,0.493257929,1.50079061,0.019005827,0.025731566,-0.033543129,-0.047152451,0.024153804,1.455818709,-0.100640309,0.126534088,0.043370283,-2.682502518,2.101268053
2.091742992,-8.214717812,0.493478691,1.500504236,0.021843971,0.026491494,-0.034364909,-0.048031622,0.025303017,1.45614415,-0.105500538,0.137905602,0.03905289,-2.678950054,2.108568907
2.100442886,-8.214542526,0.493688505,1.500230072,0.021034397,0.025177598,-0.032899625,-0.048980126,0.026429095,1.45637618,-0.113820492,0.135129256,0.027843596,-2.612630137,2.116842031
2.108008862,-8.214383469,0.493899357,1.499947781,0.019086836,0.02530224,-0.03387493,-0.049909479,0.027565873,1.456463246,-0.111522306,0.136413379,0.010447891,-2.638308058,2.124933958
2.116528988,-8.214224246,0.494103111,1.49969211,0.019106776,0.024450559,-0.030680503,-0.050758596,0.028567176,1.456519567,-0.101894135,0.120156451,0.006758537,-2.466142765,2.133712053
2.124629021,-8.214104469,0.494292202,1.4994355,0.014373185,0.022690822,-0.030793199,-0.0516162,0.029728176,1.456527541,-0.102912405,0.139319969,0.000956922,-2.480683132,2.141737938
2.133053064,-8.214008576,0.494509573,1.499212146,0.011507234,0.026084534,-0.026802526,-0.052318286,0.030799024,1.456449277,-0.084250381,0.128501704,-0.009391675,-2.169739969,2.149708986
2.141440868,-8.213916052,0.494656056,1.49899304,0.011102882,0.017578048,-0.026292688,-0.053014334,0.031744308,1.456348565,-0.083525766,0.113434131,-0.012085477,-2.146647776,2.15791893
2.149453878,-8.213858934,0.494788569,1.498824153,0.006854044,0.015901475,-0.020266491,-0.053450871,0.032164993,1.4563599,-0.052384371,0.050482132,0.001360188,-2.099037181,2.167109013
